#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,MZT Skopje Aerodrom,36,40.4,88.8,32.9,68.1,0.483,8.6,25.1,0.343,14.3,21.4,0.668,11.5,26.9,38.4,18.0,8.8,3.2,10.9,19.0,2019,Macedonian-Superleague,1
2,Gostivar 2015,33,40.1,86.0,30.3,61.3,0.495,10.9,30.4,0.36,14.4,19.6,0.737,6.4,24.9,31.3,22.7,7.8,2.2,13.6,19.6,2019,Macedonian-Superleague,0
3,KK Rabotnicki AD Skipje,38,40.0,84.6,30.0,60.5,0.496,11.5,29.8,0.387,13.1,17.1,0.763,6.8,23.1,29.9,20.4,8.3,1.5,12.7,20.3,2019,Macedonian-Superleague,0
4,KK Feni Industries,20,40.8,83.8,29.8,62.5,0.477,10.8,28.9,0.373,13.3,18.2,0.733,8.2,24.5,32.7,18.8,6.8,2.7,14.6,21.2,2019,Macedonian-Superleague,0
5,KK Blokotehna,35,40.0,83.5,30.4,61.5,0.495,9.2,25.5,0.362,13.5,19.5,0.689,7.3,24.9,32.1,20.6,9.2,2.3,14.7,20.3,2019,Macedonian-Superleague,0
6,Kozuv Gevgelija,29,40.3,79.2,30.2,64.6,0.468,6.8,21.7,0.315,11.9,17.0,0.696,8.9,26.3,35.2,17.9,6.7,1.3,13.6,20.8,2019,Macedonian-Superleague,0
7,KK Kumanovo,29,40.1,77.7,26.3,58.3,0.451,8.4,24.8,0.341,16.6,23.7,0.703,7.7,23.9,31.5,16.4,6.4,2.3,15.5,21.0,2019,Macedonian-Superleague,0
8,KK Vardar,20,40.0,75.8,27.6,61.0,0.452,6.8,21.1,0.32,13.9,21.1,0.658,8.3,20.8,29.0,15.5,8.4,1.1,16.8,23.5,2019,Macedonian-Superleague,0
9,KK Pelister Sport Bitola,19,40.3,73.9,26.6,60.5,0.44,7.4,23.9,0.31,13.3,17.3,0.766,7.1,22.1,29.2,12.6,6.6,0.9,14.7,21.6,2019,Macedonian-Superleague,0
10,Ohrid AV,20,40.0,73.4,26.3,65.0,0.404,6.2,22.5,0.273,14.8,21.4,0.691,10.6,21.2,31.8,13.2,8.0,2.0,15.3,22.8,2019,Macedonian-Superleague,0
11,Shkupi Skopje,19,40.0,70.4,25.9,66.2,0.392,4.9,20.5,0.242,13.5,21.2,0.639,8.7,23.7,32.4,11.8,6.6,0.9,22.2,18.2,2019,Macedonian-Superleague,0
