#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,KK Pelister Sport Bitola,25,40.0,89.5,33.6,64.6,0.52,9.0,24.8,0.361,13.4,19.6,0.682,7.6,24.4,32.0,19.9,10.0,2.2,15.3,20.3,2023,Macedonian-Superleague
2,MZT Skopje Aerodrom,24,40.0,88.0,32.5,64.3,0.505,10.4,26.4,0.394,12.6,17.6,0.714,9.0,26.7,35.6,18.9,8.6,3.5,14.4,20.7,2023,Macedonian-Superleague
3,TFT Skopje,25,40.2,85.4,30.8,67.3,0.457,11.4,31.8,0.359,12.5,18.2,0.684,9.9,24.1,34.0,18.0,8.1,2.7,13.2,21.3,2023,Macedonian-Superleague
4,KK Rabotnicki AD Skipje,24,40.2,84.9,32.3,65.5,0.493,9.6,26.0,0.37,10.7,14.7,0.73,8.6,25.5,34.1,18.8,9.3,2.0,13.9,19.5,2023,Macedonian-Superleague
5,Kozuv Gevgelija,24,40.0,84.2,30.2,62.8,0.48,7.3,23.5,0.313,16.5,21.5,0.768,7.3,23.0,30.3,17.4,8.3,1.2,13.9,20.5,2023,Macedonian-Superleague
6,Gostivar 2015,25,40.2,83.1,30.4,66.6,0.456,7.5,25.0,0.3,14.8,21.0,0.703,11.3,25.2,36.6,16.4,7.6,2.0,14.8,18.7,2023,Macedonian-Superleague
7,ABA Strumica,21,40.0,80.0,29.1,64.8,0.449,8.0,24.3,0.331,13.7,17.8,0.77,8.4,23.5,31.9,15.5,6.7,1.6,16.3,18.7,2023,Macedonian-Superleague
8,Cair 2030,21,40.0,78.8,28.9,66.5,0.435,6.9,23.0,0.301,14.1,21.3,0.662,9.9,24.8,34.7,16.3,7.5,2.3,14.7,21.5,2023,Macedonian-Superleague
9,Akademija FMP Skopje,22,39.9,78.5,28.5,62.2,0.459,7.3,20.8,0.352,14.0,20.3,0.693,7.7,24.2,32.0,16.5,6.1,2.5,17.8,21.3,2023,Macedonian-Superleague
10,KK Feniks 2010,25,39.9,78.4,29.4,65.0,0.452,8.0,26.3,0.302,11.7,16.6,0.704,9.2,25.4,34.6,17.5,6.8,2.1,13.4,19.8,2023,Macedonian-Superleague
11,Euro Nickel,24,40.2,75.5,28.3,62.6,0.451,7.3,24.0,0.302,11.7,17.2,0.682,9.0,25.7,34.7,18.7,6.3,1.3,14.1,18.2,2023,Macedonian-Superleague
12,KK Kumanovo,22,39.9,74.5,27.0,63.5,0.425,7.5,25.5,0.294,13.0,19.8,0.657,7.7,22.1,29.9,15.1,7.0,1.8,13.7,18.2,2023,Macedonian-Superleague
