#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Bakken Bears,39,40.1,93.2,33.6,69.4,0.484,9.5,25.6,0.373,16.4,22.8,0.719,10.8,25.9,36.7,18.2,8.4,3.4,13.3,19.8,2014,Danish-Basketligaen,1
2,Randers Cimbria,38,40.4,88.2,32.6,70.2,0.465,6.9,20.5,0.338,16.1,20.9,0.77,12.0,26.4,38.3,16.9,7.9,3.7,13.5,20.7,2014,Danish-Basketligaen,0
3,Svendborg Rabbits,36,40.1,86.9,32.1,66.3,0.484,8.1,21.3,0.379,14.6,18.6,0.784,8.9,23.3,32.1,16.4,7.8,1.8,12.3,17.4,2014,Danish-Basketligaen,0
4,Aalborg Vikings,30,40.5,83.2,30.7,67.0,0.458,6.0,17.6,0.339,15.8,21.2,0.745,9.0,22.9,31.9,13.0,7.9,1.3,14.5,20.0,2014,Danish-Basketligaen,0
5,Copenhagen Basketball,30,40.4,83.1,30.9,66.5,0.464,6.0,18.1,0.332,15.3,21.7,0.706,11.9,23.7,35.7,16.2,6.6,2.6,16.0,18.5,2014,Danish-Basketligaen,0
6,Horsens IC,38,40.5,79.4,28.7,63.7,0.451,6.0,17.4,0.342,16.0,21.8,0.734,9.6,22.9,32.6,13.8,8.3,2.1,14.0,20.6,2014,Danish-Basketligaen,0
7,Horsholm 79ers,31,40.7,78.3,28.8,64.4,0.447,6.7,20.5,0.329,14.0,19.1,0.733,8.7,21.7,30.4,14.4,6.3,2.8,12.2,18.6,2014,Danish-Basketligaen,0
8,BMS Herlev Wolfpack,30,40.7,77.5,28.9,65.2,0.443,6.1,20.1,0.306,13.7,20.5,0.668,10.0,24.3,34.4,13.7,6.3,3.0,14.0,19.0,2014,Danish-Basketligaen,0
9,Vaerlose BBK,30,40.2,77.3,29.2,71.7,0.408,7.5,21.4,0.351,11.3,17.1,0.661,13.1,22.3,35.4,14.0,7.9,2.0,15.0,21.5,2014,Danish-Basketligaen,0
10,Team FOG Naestved,32,40.6,76.5,27.0,62.3,0.433,6.9,22.6,0.307,15.7,21.8,0.717,9.5,25.2,34.7,14.1,6.2,3.4,16.2,20.3,2014,Danish-Basketligaen,0
