#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Randers Cimbria,35,39.9,88.6,31.9,68.1,0.468,7.8,22.3,0.351,17.0,22.9,0.744,11.1,25.2,36.3,17.6,7.9,3.2,16.4,18.9,2013,Danish-Basketligaen,0
2,Svendborg Rabbits,40,40.1,87.5,33.0,66.7,0.495,8.6,21.8,0.394,12.9,16.1,0.799,8.2,24.5,32.7,18.6,7.8,4.0,12.6,17.1,2013,Danish-Basketligaen,0
3,Bakken Bears,42,40.2,87.2,32.7,69.3,0.471,7.1,20.0,0.357,14.7,22.8,0.645,12.4,25.3,37.7,16.8,7.9,3.0,14.4,19.1,2013,Danish-Basketligaen,1
4,Horsens IC,36,40.2,85.1,33.0,71.4,0.462,7.2,20.7,0.346,12.0,17.1,0.704,9.9,22.6,32.5,16.2,10.4,2.8,12.7,20.3,2013,Danish-Basketligaen,0
5,Copenhagen Basketball,30,39.9,80.3,30.1,66.6,0.452,6.2,17.7,0.348,13.9,18.6,0.746,10.2,23.0,33.3,16.8,6.8,2.1,14.0,19.7,2013,Danish-Basketligaen,0
6,Team FOG Naestved,30,40.8,79.0,29.0,64.3,0.451,5.3,15.6,0.338,15.7,22.1,0.709,12.1,24.3,36.4,15.1,6.8,2.7,14.9,17.5,2013,Danish-Basketligaen,0
7,Horsholm 79ers,30,40.3,78.8,30.4,65.2,0.466,4.8,14.5,0.333,13.2,18.9,0.698,10.5,21.9,32.4,14.2,7.8,4.3,15.3,21.3,2013,Danish-Basketligaen,0
8,Vaerlose BBK,29,40.6,78.0,29.2,71.6,0.408,7.2,23.0,0.314,12.4,17.6,0.707,13.2,24.8,38.0,13.9,5.9,2.8,13.7,18.4,2013,Danish-Basketligaen,0
9,Aalborg Vikings,30,40.3,74.8,27.1,64.3,0.421,6.3,19.3,0.325,14.4,21.0,0.686,9.1,22.4,31.5,14.0,7.5,1.9,15.4,17.0,2013,Danish-Basketligaen,0
10,BC Aarhus,30,40.8,72.6,27.0,64.4,0.419,5.2,16.9,0.306,13.5,19.7,0.688,8.9,23.6,32.5,12.0,6.6,1.8,15.7,18.5,2013,Danish-Basketligaen,0
