#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Bakken Bears,38,40.1,103.9,38.7,77.1,0.502,13.1,34.4,0.38,13.6,18.6,0.727,11.5,28.9,40.4,24.3,8.7,3.6,12.3,14.9,2021,Danish-Basketligaen,1
2,Randers Cimbria,35,40.1,97.9,36.1,73.5,0.492,10.5,28.0,0.373,15.1,18.9,0.799,11.6,25.0,36.5,21.6,8.2,5.5,15.0,17.6,2021,Danish-Basketligaen,0
3,Horsens IC,40,40.6,93.3,35.2,72.9,0.482,9.0,25.5,0.354,14.0,18.4,0.758,10.3,26.3,36.6,18.5,9.0,3.6,13.4,15.5,2021,Danish-Basketligaen,0
4,Svendborg Rabbits,33,40.3,91.8,33.2,71.3,0.465,10.8,28.0,0.388,14.6,18.5,0.789,10.2,27.2,37.4,19.3,8.5,2.8,14.8,21.5,2021,Danish-Basketligaen,0
5,Vaerlose BBK,25,40.2,84.3,31.7,74.3,0.426,9.0,26.4,0.339,12.0,16.1,0.744,12.6,24.2,36.8,18.6,8.4,3.4,13.3,18.1,2021,Danish-Basketligaen,0
6,EBAA,25,40.6,82.6,31.7,72.2,0.439,8.5,26.0,0.326,10.7,15.4,0.695,9.5,26.4,35.9,22.4,9.1,1.9,17.0,17.4,2021,Danish-Basketligaen,0
7,Team FOG Naestved,29,40.2,81.7,31.5,71.3,0.441,8.7,27.6,0.316,10.0,14.6,0.687,10.5,24.0,34.5,18.7,8.7,3.9,13.1,20.1,2021,Danish-Basketligaen,0
8,BMS Herlev Wolfpack,25,40.2,78.0,28.9,67.3,0.43,8.0,25.4,0.317,12.1,18.8,0.641,9.2,24.6,33.8,19.4,7.4,2.2,15.9,17.0,2021,Danish-Basketligaen,0
9,Copenhagen Basketball,22,40.2,73.4,27.3,62.6,0.435,6.4,21.4,0.297,12.5,19.8,0.63,8.5,24.6,33.2,15.8,8.7,2.5,21.3,21.1,2021,Danish-Basketligaen,0
10,BK Amager,22,40.1,73.4,26.3,69.1,0.38,7.4,25.8,0.285,13.5,19.0,0.708,10.9,27.0,37.9,17.0,5.3,3.3,20.1,18.3,2021,Danish-Basketligaen,0
