#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Horsens IC,34,40.0,84.2,31.8,68.6,0.464,7.1,20.0,0.355,13.5,19.8,0.681,11.6,22.9,34.5,15.9,6.4,1.8,15.3,20.9,2012,Danish-Basketligaen,0
2,Svendborg Rabbits,41,40.2,81.9,31.2,64.4,0.485,7.3,19.4,0.375,12.2,16.8,0.727,8.7,23.4,32.1,15.8,7.0,2.2,13.2,18.2,2012,Danish-Basketligaen,0
3,Team FOG Naestved,37,40.3,79.8,28.9,66.6,0.434,6.2,20.0,0.313,15.7,21.4,0.734,13.1,23.3,36.4,13.4,8.0,2.2,15.6,18.8,2012,Danish-Basketligaen,0
4,Bakken Bears,38,40.3,79.8,29.2,65.9,0.444,8.2,24.1,0.341,13.1,20.1,0.651,12.2,24.8,37.1,14.5,7.3,3.2,12.9,17.5,2012,Danish-Basketligaen,1
5,Copenhagen Basketball,31,40.6,78.6,30.5,68.5,0.444,5.2,17.7,0.296,12.5,18.5,0.677,9.7,19.5,29.1,13.4,9.5,2.5,12.0,19.8,2012,Danish-Basketligaen,0
6,BMS Herlev Wolfpack,30,40.7,78.1,28.9,68.9,0.419,6.4,20.5,0.313,13.9,19.9,0.698,10.2,21.8,32.0,13.6,6.7,1.6,12.1,21.7,2012,Danish-Basketligaen,0
7,Aalborg Vikings,29,40.4,77.0,28.7,68.0,0.422,6.0,19.8,0.303,13.6,19.3,0.707,10.6,23.6,34.2,12.1,9.3,3.4,17.0,18.4,2012,Danish-Basketligaen,0
8,BC Aarhus,30,40.4,76.2,28.0,60.7,0.46,6.1,18.2,0.336,14.0,20.4,0.688,10.2,23.1,33.3,12.4,6.1,3.8,16.5,18.6,2012,Danish-Basketligaen,0
9,Vaerlose BBK,30,40.2,75.6,27.6,64.9,0.425,5.6,18.0,0.313,14.8,22.3,0.664,10.7,22.2,33.0,13.8,6.8,2.4,14.1,18.8,2012,Danish-Basketligaen,0
10,Horsholm 79ers,32,40.5,75.2,28.1,62.8,0.447,6.0,17.1,0.349,13.1,18.7,0.701,9.9,20.3,30.2,12.3,6.9,3.6,15.7,20.2,2012,Danish-Basketligaen,0
