#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Illawarra,2,42.5,106.5,37.0,77.5,0.477,18.0,36.5,0.493,14.5,22.0,0.659,14.0,18.0,32.0,25.0,6.0,2.5,12.0,24.5,2020,NBL-Blitz
2,South East Melbourne,2,40.0,99.0,35.5,68.5,0.518,11.5,23.0,0.5,16.5,19.5,0.846,9.0,22.0,31.0,17.5,7.0,2.5,14.5,24.5,2020,NBL-Blitz
3,Brisbane,2,40.0,99.0,40.0,77.0,0.519,10.0,25.5,0.392,9.0,14.5,0.621,12.5,30.0,42.5,24.5,9.5,4.5,15.0,19.5,2020,NBL-Blitz
4,New Zealand,2,40.0,96.0,34.5,68.0,0.507,11.5,28.0,0.411,15.5,19.5,0.795,10.0,20.5,30.5,15.0,7.0,4.0,12.5,19.5,2020,NBL-Blitz
5,Perth,2,42.5,95.0,34.0,71.0,0.479,7.5,25.0,0.3,19.5,24.5,0.796,6.0,26.0,32.0,18.5,7.5,1.5,10.0,17.5,2020,NBL-Blitz
6,Sydney,2,40.0,95.0,33.0,70.0,0.471,15.0,34.5,0.435,14.0,20.0,0.7,5.5,29.0,34.5,16.0,4.5,2.0,13.0,21.5,2020,NBL-Blitz
7,Cairns,2,40.0,93.5,33.5,72.0,0.465,9.5,27.0,0.352,17.0,20.5,0.829,15.5,23.5,39.0,22.5,8.5,3.5,17.0,18.5,2020,NBL-Blitz
8,Adelaide,2,40.0,92.0,33.0,63.5,0.52,5.0,17.0,0.294,21.0,26.0,0.808,8.0,21.5,29.5,16.0,8.0,2.0,20.0,23.0,2020,NBL-Blitz
9,Melbourne,2,40.0,92.0,32.0,68.5,0.467,7.0,23.0,0.304,21.0,26.0,0.808,11.5,24.0,35.5,12.0,5.5,3.0,11.5,20.5,2020,NBL-Blitz
10,NBL1 All-Stars,2,40.0,62.5,22.0,70.5,0.312,7.0,22.5,0.311,11.5,18.5,0.622,11.0,22.0,33.0,12.0,9.5,1.0,14.5,13.0,2020,NBL-Blitz
