#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,London Lightning,57,48.8,116.1,42.1,87.5,0.481,9.9,28.9,0.342,21.9,30.6,0.716,11.7,34.6,46.2,27.2,7.2,4.8,13.9,24.5,2018,Canadian-NBL,1
2,St. John's Edge,49,48.3,109.2,38.9,84.1,0.462,11.9,31.9,0.372,19.6,25.7,0.765,11.3,32.2,43.5,21.6,6.5,2.2,12.4,26.7,2018,Canadian-NBL,0
3,Windsor Express,43,48.0,107.6,38.3,81.0,0.473,11.0,30.4,0.361,19.9,24.9,0.799,9.8,29.5,39.3,16.5,6.8,3.3,11.8,23.2,2018,Canadian-NBL,0
4,Halifax Hurricanes,54,48.4,107.0,40.0,85.4,0.468,8.9,25.8,0.346,18.1,24.7,0.731,13.1,33.3,46.4,23.4,7.8,4.2,12.4,24.7,2018,Canadian-NBL,0
5,Cape Breton Highlanders,39,48.1,106.6,37.9,84.5,0.448,9.6,29.0,0.332,21.3,28.9,0.735,12.1,30.8,42.8,19.7,8.3,3.2,13.5,24.4,2018,Canadian-NBL,0
6,Island Storm,42,48.1,106.0,38.8,86.8,0.447,9.1,27.0,0.336,19.4,28.0,0.694,13.2,32.9,46.1,21.9,8.1,4.7,15.0,21.8,2018,Canadian-NBL,0
7,KW Titans,40,48.2,105.1,38.5,85.1,0.452,11.5,33.0,0.349,16.7,22.2,0.751,11.3,29.5,40.7,22.4,6.3,3.1,13.9,25.4,2018,Canadian-NBL,0
8,Niagara River Lions,44,48.3,104.4,37.8,83.0,0.456,10.9,30.3,0.359,17.9,24.8,0.724,10.8,31.6,42.5,22.5,6.4,5.1,13.6,23.7,2018,Canadian-NBL,0
9,Moncton Magic,48,48.5,102.2,36.5,83.1,0.439,10.4,29.6,0.352,18.9,25.3,0.746,13.4,31.6,45.1,21.7,9.1,3.8,12.6,22.9,2018,Canadian-NBL,0
10,Saint John Riptide,44,48.0,97.8,35.3,78.3,0.45,10.8,29.0,0.372,16.5,21.3,0.776,9.3,31.7,41.0,21.5,7.6,3.5,15.1,22.5,2018,Canadian-NBL,0
