#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Windsor Express,41,48.5,112.0,40.8,89.1,0.458,10.5,29.4,0.356,19.9,25.5,0.782,10.0,33.3,43.3,19.6,7.5,3.0,12.0,25.2,2019,Canadian-NBL,0
2,Sudbury Five,45,48.1,111.9,39.7,87.5,0.454,12.8,36.5,0.352,19.7,27.0,0.731,11.8,34.1,45.9,16.5,7.7,3.3,13.6,23.0,2019,Canadian-NBL,0
3,London Lightning,46,48.5,110.1,40.3,87.0,0.464,9.6,27.4,0.351,19.8,26.7,0.74,11.9,33.1,45.0,22.5,8.2,5.5,13.6,25.3,2019,Canadian-NBL,0
4,KW Titans,51,48.0,109.3,38.9,84.7,0.459,11.0,30.1,0.367,20.5,28.2,0.728,10.5,33.7,44.1,21.0,6.7,3.1,13.1,27.4,2019,Canadian-NBL,0
5,Island Storm,39,48.6,107.3,38.7,90.2,0.429,10.0,31.0,0.321,19.9,26.7,0.746,15.5,33.6,49.2,21.8,8.8,4.5,14.2,22.1,2019,Canadian-NBL,0
6,Moncton Magic,53,48.7,103.8,37.0,80.7,0.458,10.7,29.1,0.366,19.2,26.7,0.717,11.0,33.8,44.8,18.9,8.9,4.4,14.2,24.9,2019,Canadian-NBL,1
7,St. John's Edge,54,48.4,103.5,35.7,80.7,0.443,11.7,33.3,0.352,20.3,26.4,0.768,9.9,34.0,43.9,18.7,6.3,2.7,12.9,25.1,2019,Canadian-NBL,0
8,Halifax Hurricanes,52,47.5,103.1,38.6,83.8,0.461,8.7,25.6,0.341,17.1,25.2,0.677,13.5,32.2,45.7,22.0,8.1,4.3,14.2,25.7,2019,Canadian-NBL,0
9,Cape Breton Highlanders,44,47.7,102.9,36.5,83.3,0.439,8.2,23.7,0.345,21.7,28.0,0.772,11.8,31.8,43.6,18.2,8.9,3.3,13.8,24.1,2019,Canadian-NBL,0
10,Saint John Riptide,41,48.5,94.3,34.5,79.9,0.432,8.9,26.9,0.33,16.3,21.1,0.774,9.7,33.0,42.7,20.4,8.4,3.3,13.5,20.3,2019,Canadian-NBL,0
