#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Turow Zgorzelec,32,40.3,83.3,29.0,61.8,0.47,8.3,21.8,0.379,17.0,22.8,0.746,8.8,21.4,30.2,15.9,7.4,2.4,12.7,21.8,2017,Polish-EBL,0
2,Enea Zastal BC Zielona,45,40.1,81.4,29.5,60.8,0.485,9.9,25.1,0.393,12.5,17.7,0.706,8.7,23.4,32.1,19.0,8.3,2.8,14.4,21.2,2017,Polish-EBL,1
3,Twarde Pierniki Torun,43,40.5,81.1,30.8,63.8,0.483,6.0,17.8,0.336,13.6,18.2,0.746,9.4,23.7,33.2,17.8,7.1,3.4,14.2,20.8,2017,Polish-EBL,0
4,King Szczecin,32,40.3,81.0,28.5,62.0,0.46,8.8,24.6,0.358,15.1,19.3,0.784,8.8,21.9,30.7,17.9,7.2,2.4,13.9,22.8,2017,Polish-EBL,0
5,Anwil Wloclawek,37,40.1,79.1,28.2,60.8,0.464,9.0,25.0,0.359,13.6,19.1,0.712,8.4,21.6,29.9,16.5,7.8,1.6,12.4,20.4,2017,Polish-EBL,0
6,MKS Dabrowa Gornicza,35,40.0,79.0,26.7,56.0,0.477,6.7,17.7,0.38,18.8,25.8,0.731,7.7,23.4,31.1,16.4,8.7,3.3,15.5,23.3,2017,Polish-EBL,0
7,Trefl Sopot,32,40.0,78.4,27.9,62.4,0.447,9.0,25.3,0.354,13.7,19.7,0.695,9.0,22.1,31.0,13.3,7.0,2.0,12.1,21.4,2017,Polish-EBL,0
8,Asseco Arka Gdynia,32,40.5,77.7,27.0,59.5,0.454,9.5,26.0,0.365,14.2,21.2,0.671,5.7,23.8,29.5,15.7,7.0,2.0,14.5,25.0,2017,Polish-EBL,0
9,BM Slam Stal Ostrow WLKP,42,40.1,77.2,28.2,60.0,0.471,7.6,22.1,0.343,13.2,18.5,0.711,8.1,24.2,32.3,17.0,7.4,2.9,14.7,21.5,2017,Polish-EBL,0
10,Grupa Sierleccy Czarni Slupsk,42,40.3,76.4,27.4,61.1,0.448,7.8,23.3,0.335,13.9,18.8,0.739,8.1,24.0,32.2,16.8,6.7,3.1,13.7,18.5,2017,Polish-EBL,0
11,Polpharma Starogard Gdanski,36,40.1,76.4,26.5,61.9,0.428,7.6,23.8,0.318,15.8,20.8,0.756,10.1,21.3,31.3,13.9,8.6,3.1,14.9,19.9,2017,Polish-EBL,0
12,HydroTruck Radom,35,40.3,75.9,25.4,59.1,0.43,8.3,23.6,0.352,16.7,22.9,0.73,7.9,26.0,33.8,16.2,6.5,1.5,13.9,18.8,2017,Polish-EBL,0
13,Miasto Szkla Krosno,32,40.2,74.8,27.0,58.3,0.464,8.2,22.3,0.369,12.5,17.9,0.695,8.5,24.7,33.2,13.7,5.6,3.0,14.8,17.7,2017,Polish-EBL,0
14,Polski Cukier Pszczolka Start Lublin,32,40.0,72.3,25.1,59.2,0.424,8.5,25.0,0.339,13.6,18.3,0.742,7.5,23.1,30.6,14.3,6.4,1.9,15.1,21.3,2017,Polish-EBL,0
15,AZS Koszalin,32,40.5,71.5,25.9,63.4,0.409,7.5,23.4,0.321,12.1,18.0,0.675,8.6,21.8,30.3,13.4,8.2,2.1,14.4,21.9,2017,Polish-EBL,0
16,Siarka Tarnobrzeg,32,40.0,71.3,26.1,61.8,0.423,6.8,21.4,0.319,12.2,16.8,0.726,8.4,21.0,29.4,15.3,6.2,2.5,14.7,17.6,2017,Polish-EBL,0
17,AZS Polfarmex Kutno,31,40.6,69.4,24.4,60.5,0.404,8.1,26.0,0.312,12.4,18.6,0.668,10.0,22.5,32.5,15.0,7.8,3.1,16.1,21.9,2017,Polish-EBL,0
