#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Turow Zgorzelec,32,40.5,83.6,29.7,65.7,0.451,7.3,22.2,0.331,16.9,22.6,0.747,10.2,26.2,36.4,15.3,5.2,2.8,13.0,18.8,2016,Polish-EBL,0
2,Enea Zastal BC Zielona,42,40.5,82.4,28.8,61.0,0.472,9.4,25.6,0.368,15.4,19.3,0.797,9.6,25.5,35.1,18.5,7.8,2.1,13.0,21.6,2016,Polish-EBL,1
3,King Szczecin,36,40.3,79.7,28.6,62.1,0.46,8.8,24.1,0.366,13.7,17.8,0.769,8.1,21.8,29.9,16.3,7.4,2.8,13.6,24.1,2016,Polish-EBL,0
4,Grupa Sierleccy Czarni Slupsk,41,40.1,79.3,28.0,62.0,0.451,8.8,25.1,0.349,14.7,21.3,0.688,9.4,24.2,33.6,15.5,7.0,4.1,14.7,23.6,2016,Polish-EBL,0
5,Twarde Pierniki Torun,36,40.3,78.9,28.4,60.9,0.466,8.2,21.7,0.376,13.9,19.8,0.704,10.5,24.1,34.7,16.7,5.8,2.5,15.5,21.1,2016,Polish-EBL,0
6,Anwil Wloclawek,42,40.4,75.9,25.9,61.1,0.424,8.4,25.7,0.327,15.7,20.5,0.766,9.2,23.8,33.1,14.6,7.1,2.5,13.5,22.2,2016,Polish-EBL,0
7,MKS Dabrowa Gornicza,32,40.5,74.4,27.7,59.9,0.462,6.6,19.6,0.334,12.5,18.2,0.686,7.8,25.3,33.0,15.8,6.9,2.5,15.3,21.7,2016,Polish-EBL,0
8,HydroTruck Radom,43,40.6,73.8,24.9,59.7,0.417,9.0,27.3,0.328,15.1,19.8,0.761,8.0,25.4,33.4,13.7,7.7,2.3,13.2,19.4,2016,Polish-EBL,0
9,Polpharma Starogard Gdanski,32,40.4,73.2,25.6,64.7,0.396,8.0,24.7,0.325,13.9,18.9,0.734,9.7,23.4,33.1,11.9,7.9,2.5,12.6,22.5,2016,Polish-EBL,0
10,BM Slam Stal Ostrow WLKP,32,40.3,71.8,25.3,61.3,0.413,5.6,19.2,0.289,15.6,21.8,0.715,9.0,22.6,31.6,11.3,7.1,2.7,12.5,21.6,2016,Polish-EBL,0
11,WKS Slask Wroclaw,32,40.3,71.4,24.5,59.3,0.414,7.6,24.3,0.313,14.7,20.2,0.729,8.0,23.1,31.1,14.1,5.8,3.1,13.9,22.0,2016,Polish-EBL,0
12,AZS Koszalin,32,40.5,71.4,25.8,64.9,0.397,7.6,24.3,0.311,12.3,17.5,0.704,9.1,24.7,33.7,13.0,7.1,3.2,13.3,22.6,2016,Polish-EBL,0
13,Asseco Arka Gdynia,35,40.3,70.7,25.0,61.7,0.405,8.6,27.7,0.309,12.1,17.8,0.677,7.0,24.9,31.9,13.5,6.5,2.1,14.1,22.1,2016,Polish-EBL,0
14,Siarka Tarnobrzeg,32,40.0,70.4,25.5,63.3,0.402,6.8,21.2,0.321,12.7,17.4,0.73,7.7,24.2,31.9,14.3,5.0,4.2,13.1,18.5,2016,Polish-EBL,0
15,AZS Polfarmex Kutno,35,40.5,70.3,24.4,60.3,0.405,7.6,24.1,0.314,13.9,20.2,0.688,11.3,26.1,37.5,13.7,6.4,2.9,16.2,21.2,2016,Polish-EBL,0
16,Trefl Sopot,32,40.4,67.7,24.0,60.8,0.394,6.4,20.8,0.309,13.3,19.0,0.701,10.6,22.7,33.3,9.9,6.8,3.0,15.3,22.5,2016,Polish-EBL,0
17,Polski Cukier Pszczolka Start Lublin,32,40.0,67.3,23.9,60.9,0.393,7.2,23.4,0.308,12.2,16.6,0.736,8.7,21.3,29.9,13.5,6.6,2.7,16.3,21.5,2016,Polish-EBL,0
