#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Anwil Wloclawek,45,40.3,90.4,32.5,66.7,0.487,10.0,27.2,0.368,15.5,20.4,0.758,9.5,25.0,34.5,22.7,8.2,2.1,13.5,21.5,2019,Polish-EBL,1
2,Polpharma Starogard Gdanski,30,40.7,90.4,31.5,70.0,0.451,10.0,28.1,0.355,17.3,23.3,0.745,9.7,23.7,33.4,18.5,7.9,3.0,12.8,20.0,2019,Polish-EBL,0
3,Enea Zastal BC Zielona,39,40.1,88.8,32.4,64.2,0.504,9.0,23.7,0.378,15.1,19.9,0.76,7.6,26.0,33.5,21.9,7.5,1.4,14.0,21.6,2019,Polish-EBL,0
4,Twarde Pierniki Torun,43,40.3,87.6,32.0,65.9,0.485,8.8,23.1,0.38,14.9,20.5,0.726,9.3,25.1,34.4,21.9,6.7,3.6,13.0,19.7,2019,Polish-EBL,0
5,Asseco Arka Gdynia,41,40.0,87.4,29.6,63.5,0.466,12.0,32.3,0.373,16.1,22.4,0.718,6.0,27.9,33.9,18.7,7.4,3.4,13.0,20.9,2019,Polish-EBL,0
6,BM Slam Stal Ostrow WLKP,32,40.2,86.6,31.5,67.0,0.47,9.4,27.1,0.346,14.3,18.5,0.769,10.4,24.8,35.3,20.5,7.2,3.3,12.5,18.3,2019,Polish-EBL,0
7,King Szczecin,33,40.1,85.0,30.9,65.1,0.475,6.8,19.4,0.351,16.5,21.9,0.751,10.1,24.1,34.2,19.0,8.2,2.5,14.5,21.9,2019,Polish-EBL,0
8,Polski Cukier Pszczolka Start Lublin,30,40.2,83.8,28.6,63.2,0.452,9.3,24.6,0.379,17.3,23.0,0.755,8.3,23.2,31.5,17.9,8.0,3.4,12.3,20.4,2019,Polish-EBL,0
9,MKS Dabrowa Gornicza,34,40.3,83.2,29.9,63.0,0.474,8.1,23.4,0.348,15.4,21.5,0.715,7.9,23.3,31.2,15.9,7.9,3.4,12.4,20.3,2019,Polish-EBL,0
10,Trefl Sopot,30,40.0,83.1,29.7,62.5,0.475,9.0,24.5,0.369,14.7,19.0,0.774,9.5,21.4,30.9,17.9,6.5,1.4,13.9,20.4,2019,Polish-EBL,0
11,GTK Gliwice,30,40.2,82.3,30.7,66.3,0.463,7.9,23.5,0.335,12.9,18.1,0.716,8.8,23.6,32.4,18.3,7.3,3.0,14.9,20.9,2019,Polish-EBL,0
12,Miasto Szkla Krosno,30,40.3,81.3,30.0,66.2,0.453,9.3,26.2,0.354,12.0,16.9,0.71,7.4,22.9,30.2,15.3,6.3,2.3,11.9,19.3,2019,Polish-EBL,0
13,AZS Koszalin,30,40.8,80.7,28.3,65.4,0.432,8.8,26.4,0.333,15.4,23.0,0.669,10.2,24.5,34.7,17.7,6.8,2.6,13.0,20.9,2019,Polish-EBL,0
14,Legia Warszawa,35,40.0,80.1,28.1,64.2,0.438,8.5,24.5,0.348,15.3,20.6,0.743,8.6,25.8,34.4,16.1,6.7,2.9,13.1,22.2,2019,Polish-EBL,0
15,PGE Spojnia Stargard,30,40.3,78.6,28.7,63.7,0.45,9.4,25.9,0.363,11.8,17.6,0.671,8.0,23.3,31.3,15.4,5.7,1.8,12.8,18.6,2019,Polish-EBL,0
16,HydroTruck Radom,30,40.3,78.3,27.8,63.1,0.441,8.8,25.8,0.341,13.8,19.2,0.72,6.8,23.8,30.6,17.2,7.7,2.0,14.7,20.0,2019,Polish-EBL,0
